Number,compound,Element1,Element2,Class,Pauling EN,Martynov-Batsanov EN,Gordy EN,Mulliken EN,Allred-Rochow EN,Pauling Mean EN,Martynov-Batsanov Mean EN,Gordy Mean EN,Mulliken Mean EN,Allred-Rochow Mean EN,Pauling Ionic Character,Martynov Ionic Character,Gordy Ionic Character,Mulliken Ionic Character,Allred-Rochow Ionic Character,Sum of Valence e-,Mean # e-,Atomic number sum,Atomic number difference,Mean atomic number,Atomic weight difference,Mean atomic weight,Atomic weight sum,Atomic radius sum,Mean atomic radius,Atomic radius ratio,2xatomic radius difference,Covalent radius sum,Mean covalent radius,Covalent radius ratio,2xcovalent radius difference,Zunger radius sum,Mean Zunger radius sum,Zungerradius sum ratio,2xZunger radius sum difference,Zunger radius sum difference,Ionic radius sum,Mean ionic radius,Ionic radius ratio,2xionic radius difference,Crystal radius sum,Mean crystal radius,Crystal radius ratio,2xcrystal radius difference,Period number sum,Mean period number,Period number difference,Group number sum,Mean group number,Group Number difference,Family number sum,Mean family number,Family number difference,Quantum number sum,Mean quantum number ,Quantum number difference
330,NMo,N, Mo,2,0.88,0.91,3.3286,3.4,1.596,2.6,2.395,5.2191,5.6,2.268,0.176012567,0.187000675,0.937331383,0.944423787,0.471019654,11,5.5,49,35,24.5,81.93326,54.97337,109.94674,2.1,1.05,0.448275862,1.6,2.05,1.025,0.576923077,1.1,3.26,1.63,0.198529412,4.36,2.18,2.1,1.05,0.448275862,1.6,1.09,0.545,0.379746835,0.98,7,3.5,3,21,10.5,9,11,5.5,3,3,1.5,1
337,NIn,N, In,2,1.26,1.22,2.6497,4.2,1.41,2.41,2.24,5.55855,5.2,2.361,0.327598738,0.310714689,0.827132094,0.987844822,0.391662225,8,4,56,42,28,100.81126,64.41237,128.82474,2.2,1.1,0.419354839,1.8,2.19,1.095,0.520833333,1.38,2.59,1.295,0.263414634,3.02,1.51,2.2,1.1,0.419354839,1.8,1.24,0.62,0.319148936,1.28,7,3.5,3,28,14,2,12,6,2,2,1,0
344,NLa,N, La,2,1.94,1.5,2.3666,4.2,1.976,2.07,2.1,5.7001,5.2,2.078,0.609723572,0.430217175,0.753452077,0.987844822,0.623238908,8,4,64,50,32,124.89876,76.45612,152.91224,2.6,1.3,0.333333333,2.6,2.44,1.22,0.443786982,1.88,3.62,1.81,0.175324675,5.08,2.54,2.6,1.3,0.333333333,2.6,1.66,0.83,0.220588235,2.12,8,4,4,18,9,12,10,5,4,3,1.5,1
345,NCe,N, Ce,2,1.92,1.75,2.31,4.2,1.976,2.08,1.975,5.7284,5.2,2.078,0.60211808,0.534956812,0.73658512,0.987844822,0.623238908,8,4,65,51,32.5,126.10826,77.06087,154.12174,2.5,1.25,0.351351351,2.4,2.4,1.2,0.454545455,1.8,5.04,2.52,0.12,7.92,3.96,2.5,1.25,0.351351351,2.4,1.45,0.725,0.260869565,1.7,8,4,4,18,9,12,10,5,4,4,2,2
346,NPr,N, Pr,2,1.91,1.75,2.2439,4.2,1.976,2.085,1.975,5.76145,5.2,2.078,0.598290063,0.534956812,0.715997376,0.987844822,0.623238908,8,4,66,52,33,126.90091,77.457195,154.91439,2.5,1.25,0.351351351,2.4,2.4,1.2,0.454545455,1.8,5.02,2.51,0.120535714,7.88,3.94,2.5,1.25,0.351351351,2.4,1.62,0.81,0.227272727,2.04,8,4,4,18,9,12,10,5,4,4,2,2
347,NNd,N, Nd,2,1.9,1.65,2.1682,4.2,1.976,2.09,2.025,5.7993,5.2,2.078,0.594445495,0.493699544,0.691265258,0.987844822,0.623238908,8,4,67,53,33.5,130.23326,79.12337,158.24674,2.5,1.25,0.351351351,2.4,2.59,1.295,0.407608696,2.18,4.53,2.265,0.135338346,6.9,3.45,2.5,1.25,0.351351351,2.4,1.6,0.8,0.230769231,2,8,4,4,18,9,12,10,5,4,4,2,2
349,NSm,N, Sm,2,1.87,1.65,1.9879,4.2,1.976,2.105,2.025,5.88945,5.2,2.078,0.582814787,0.493699544,0.627655807,0.987844822,0.623238908,8,4,69,55,34.5,136.35326,82.18337,164.36674,2.5,1.25,0.351351351,2.4,2.37,1.185,0.462962963,1.74,4.68,2.34,0.130434783,7.2,3.6,2.5,1.25,0.351351351,2.4,1.4,0.7,0.272727273,1.6,8,4,4,18,9,12,10,5,4,4,2,2
350,NEu,N, Eu,2,3.04,1.7,1.8833,4.2,1.976,1.52,2,5.94175,5.2,2.078,0.900778445,0.514463105,0.587988791,0.987844822,0.623238908,8,4,70,56,35,137.95826,82.98587,165.97174,2.5,1.25,0.351351351,2.4,2.6,1.3,0.405405405,2.2,4.48,2.24,0.137055838,6.8,3.4,2.5,1.25,0.351351351,2.4,1.61,0.805,0.229007634,2.02,8,4,4,18,9,12,10,5,4,4,2,2
351,NGd,N, Gd,2,1.84,1.75,1.7692,4.2,1.976,2.12,1.975,5.9988,5.2,2.078,0.571043601,0.534956812,0.542746419,0.987844822,0.623238908,8,4,71,57,35.5,143.24326,85.62837,171.25674,2.45,1.225,0.361111111,2.3,2.36,1.18,0.465838509,1.72,4.45,2.225,0.138107417,6.74,3.37,2.45,1.225,0.361111111,2.3,1.38,0.69,0.277777778,1.56,8,4,4,18,9,12,10,5,4,4,2,2
352,NTb,N, Tb,2,1.84,1.65,1.6454,4.2,1.976,2.12,2.025,6.0607,5.2,2.078,0.571043601,0.493699544,0.491777172,0.987844822,0.623238908,8,4,72,58,36,144.9186,86.46604,172.93208,2.4,1.2,0.371428571,2.2,2.34,1.17,0.471698113,1.68,4.43,2.215,0.138817481,6.7,3.35,2.4,1.2,0.371428571,2.2,1.48,0.74,0.254237288,1.76,8,4,4,18,9,12,10,5,4,4,2,2
353,NDy,N, Dy,2,1.82,1.7,1.512,4.2,1.976,2.13,2,6.1274,5.2,2.078,0.563121432,0.514463105,0.435342542,0.987844822,0.623238908,8,4,73,59,36.5,148.49326,88.25337,176.50674,2.4,1.2,0.371428571,2.2,2.34,1.17,0.471698113,1.68,4.21,2.105,0.147138965,6.26,3.13,2.4,1.2,0.371428571,2.2,1.35,0.675,0.285714286,1.5,8,4,4,18,9,12,10,5,4,4,2,2
354,NHo,N, Ho,2,1.81,1.65,1.3691,4.2,1.976,2.135,2.025,6.19885,5.2,2.078,0.559138715,0.493699544,0.374127562,0.987844822,0.623238908,8,4,74,60,37,150.92358,89.46853,178.93706,2.4,1.2,0.371428571,2.2,2.33,1.165,0.474683544,1.66,4.19,2.095,0.147945205,6.22,3.11,2.4,1.2,0.371428571,2.2,1.34,0.67,0.288461538,1.48,8,4,4,18,9,12,10,5,4,4,2,2
355,NEr,N, Er,2,1.8,1.65,1.2165,4.2,1.976,2.14,2.025,6.27515,5.2,2.078,0.555141934,0.493699544,0.309243609,0.987844822,0.623238908,8,4,75,61,37.5,153.25326,90.63337,181.26674,2.4,1.2,0.371428571,2.2,2.32,1.16,0.477707006,1.64,4.17,2.085,0.148760331,6.18,3.09,2.4,1.2,0.371428571,2.2,1.33,0.665,0.291262136,1.46,8,4,4,18,9,12,10,5,4,4,2,2
356,NTm,N, Tm,2,1.79,1.65,1.0543,4.2,1.976,2.145,2.025,6.35625,5.2,2.078,0.551131362,0.493699544,0.242617692,0.987844822,0.623238908,8,4,76,62,38,154.92747,91.470475,182.94095,2.4,1.2,0.371428571,2.2,2.31,1.155,0.480769231,1.62,4.14,2.07,0.15,6.12,3.06,2.4,1.2,0.371428571,2.2,1.32,0.66,0.294117647,1.44,8,4,4,18,9,12,10,5,4,4,2,2
357,NYb,N, Yb,2,1.94,1.75,0.8825,4.2,1.976,2.07,1.975,6.44215,5.2,2.078,0.609723572,0.534956812,0.176919741,0.987844822,0.623238908,8,4,77,63,38.5,159.03326,93.52337,187.04674,2.4,1.2,0.371428571,2.2,2.31,1.155,0.480769231,1.62,4.13,2.065,0.150417827,6.1,3.05,2.4,1.2,0.371428571,2.2,1.43,0.715,0.265486726,1.66,8,4,4,18,9,12,10,5,4,4,2,2
358,NLu,N, Lu,2,1.77,1.65,0.701,4.2,1.976,2.155,2.025,6.5329,5.2,2.078,0.543069967,0.493699544,0.115603909,0.987844822,0.623238908,8,4,78,64,39,160.96026,94.48687,188.97374,2.4,1.2,0.371428571,2.2,2.31,1.155,0.480769231,1.62,3.91,1.955,0.160237389,5.66,2.83,2.4,1.2,0.371428571,2.2,1.3,0.65,0.3,1.4,8,4,4,18,9,12,10,5,4,3,1.5,1
359,NHf,N, Hf,2,1.74,1.12,0.513,3.5,1.906,2.17,2.29,6.6269,5.55,2.113,0.530881558,0.269188706,0.063674634,0.953229378,0.596754209,9,4.5,79,65,39.5,164.48326,96.24837,192.49674,2.2,1.1,0.419354839,1.8,2.19,1.095,0.520833333,1.38,3.45,1.725,0.18556701,4.74,2.37,2.2,1.1,0.419354839,1.8,1.15,0.575,0.352941176,1.1,8,4,4,19,9.5,11,11,5.5,3,3,1.5,1
360,NTa,N, Ta,2,1.54,0.91,0.3096,3.19,1.726,2.27,2.395,6.7286,5.705,2.203,0.447277936,0.187000675,0.023678206,0.921450399,0.525156024,10,5,80,66,40,166.94116,97.47732,194.95464,2.1,1.05,0.448275862,1.6,2.09,1.045,0.559701493,1.18,3.33,1.665,0.193548387,4.5,2.25,2.1,1.05,0.448275862,1.6,1.08,0.54,0.384615385,0.96,8,4,4,20,10,10,11,5.5,3,3,1.5,1
361,NW,N, W,2,1.34,1.06,0.0993,2.9,1.596,2.37,2.32,6.83375,5.85,2.268,0.361670072,0.244896158,0.002462087,0.87784933,0.471019654,11,5.5,81,67,40.5,169.83326,98.92337,197.84674,2,1,0.481481481,1.4,2.05,1.025,0.576923077,1.1,3.275,1.6375,0.197440585,4.39,2.195,2,1,0.481481481,1.4,1.04,0.52,0.405405405,0.88,8,4,4,21,10.5,9,11,5.5,3,3,1.5,1
373,OMg,O, Mg,2,2.13,2.01,5.3958,3.79,2.317,2.375,2.315,5.6724,5.645,2.4515,0.67832868,0.635790126,0.999309893,0.972429943,0.738709444,8,4,20,4,10,8.3056,20.1522,40.3044,2.1,1.05,0.4,1.8,2.09,1.045,0.536764706,1.26,2.495,1.2475,0.229064039,3.13,1.565,2.1,1.05,0.4,1.8,2.07,1.035,0.710743802,0.7,5,2.5,1,18,9,14,9,4.5,5,1,0.5,1
375,OSi,O, Si,3,1.54,1.34,4.1851,2.77,1.694,2.67,2.65,6.27775,6.155,2.763,0.447277936,0.361670072,0.987459169,0.853132579,0.511984934,10,5,22,6,11,12.0861,22.04245,44.0849,1.7,0.85,0.545454545,1,1.84,0.92,0.657657658,0.76,1.885,0.9425,0.327464789,1.91,0.955,1.7,0.85,0.545454545,1,1.61,0.805,0.330578512,1.62,5,2.5,1,30,15,2,13,6.5,1,2,1,0
380,OCa,O, Ca,2,2.44,2.15,5.3575,5.34,2.576,2.22,2.245,5.69155,4.87,2.322,0.77426646,0.685139313,0.999235051,0.999198399,0.809660127,8,4,28,12,14,24.0786,28.0387,56.0774,2.4,1.2,0.333333333,2.4,2.47,1.235,0.41954023,2.02,3.465,1.7325,0.155,5.07,2.535,2.4,1.2,0.333333333,2.4,2.35,1.175,0.94214876,0.14,6,3,2,18,9,14,9,4.5,5,1,0.5,1
383,OV,O, V,2,1.81,1.1,5.1682,3.94,2.08,2.535,2.77,5.7862,5.57,2.57,0.559138715,0.261031512,0.99874117,0.979367752,0.660947393,11,5.5,31,15,15.5,34.9421,33.47045,66.9409,1.95,0.975,0.444444444,1.5,1.95,0.975,0.598360656,0.98,2.895,1.4475,0.191358025,3.93,1.965,1.95,0.975,0.444444444,1.5,1.89,0.945,0.561983471,1.06,6,3,2,21,10.5,11,10,5,4,3,1.5,1
385,OMn,O, Mn,2,1.89,1.28,5.0266,3.82,1.86,2.495,2.68,5.857,5.63,2.68,0.590584604,0.336084237,0.998194065,0.973959441,0.57890634,13,6.5,33,17,16.5,38.93865,35.468725,70.93745,2,1,0.428571429,1.6,1.9,0.95,0.623931624,0.88,2.685,1.3425,0.209459459,3.51,1.755,2,1,0.428571429,1.6,2.02,1.01,0.669421488,0.8,6,3,2,23,11.5,9,10,5,4,3,1.5,1
386,OFe,O, Fe,2,1.61,1.65,4.9513,3.48,1.81,2.635,2.495,5.89465,5.8,2.705,0.476922164,0.493699544,0.997820899,0.951568265,0.559138715,14,7,34,18,17,39.8476,35.9232,71.8464,2,1,0.428571429,1.6,1.9,0.95,0.623931624,0.88,2.575,1.2875,0.220379147,3.29,1.645,2,1,0.428571429,1.6,1.9,0.95,0.570247934,1.04,6,3,2,24,12,8,10,5,4,3,1.5,1
388,ONi,O, Ni,2,1.53,1.56,4.7912,3.14,1.73,2.675,2.54,5.9747,5.97,2.745,0.443019473,0.455779074,0.996781691,0.914982656,0.526794252,16,8,36,20,18,42.694,37.3464,74.6928,1.95,0.975,0.444444444,1.5,1.88,0.94,0.634782609,0.84,2.645,1.3225,0.213302752,3.43,1.715,1.95,0.975,0.444444444,1.5,1.91,0.955,0.578512397,1.02,6,3,2,26,13,6,10,5,4,3,1.5,1
397,OSr,O, Sr,2,2.49,2.19,5.0115,5.54,2.647,2.195,2.225,5.86455,4.77,2.2865,0.787757332,0.698511981,0.998124318,0.999534733,0.826512937,8,4,46,30,23,71.6206,51.8097,103.6194,2.6,1.3,0.3,2.8,2.64,1.32,0.382198953,2.36,3.675,1.8375,0.144859813,5.49,2.745,2.6,1.3,0.3,2.8,2.53,1.265,0.916666667,0.22,7,3.5,3,18,9,14,9,4.5,5,1,0.5,1
399,OZr,O, Zr,2,2.11,1.62,4.9182,3.9,2.29,2.385,2.51,5.9112,5.59,2.465,0.671436448,0.48112901,0.997635462,0.977685085,0.730456367,10,5,48,32,24,75.2246,53.6117,107.2234,2.15,1.075,0.387096774,1.9,2.18,1.09,0.503448276,1.44,3.29,1.645,0.16460177,4.72,2.36,2.15,1.075,0.387096774,1.9,2.07,1.035,0.710743802,0.7,7,3.5,3,20,10,12,11,5.5,3,3,1.5,1
400,ONb,O, Nb,2,1.84,1.29,4.868,3.54,2.2,2.52,2.675,5.9363,5.77,2.51,0.571043601,0.340336221,0.997326471,0.956408801,0.701802721,11,5.5,49,33,24.5,76.90698,54.45289,108.90578,2.05,1.025,0.413793103,1.7,2.07,1.035,0.544776119,1.22,3.225,1.6125,0.168478261,4.59,2.295,2.05,1.025,0.413793103,1.7,1.99,0.995,0.644628099,0.86,7,3.5,3,21,10.5,11,11,5.5,3,3,1.5,1
407,OCd,O, Cd,2,1.75,1.92,4.4516,3.21,2.09,2.565,2.36,6.1445,5.935,2.565,0.534956812,0.60211808,0.992946178,0.923924195,0.664463656,18,9,56,40,28,96.4116,64.2052,128.4104,2.15,1.075,0.387096774,1.9,2.21,1.105,0.493243243,1.5,2.68,1.34,0.20993228,3.5,1.75,2.15,1.075,0.387096774,1.9,2.13,1.065,0.760330579,0.58,7,3.5,3,28,14,4,11,5.5,3,1,0.5,1
414,OBa,O, Ba,2,2.55,2.24,3.9004,5.14,2.729,2.165,2.2,6.4201,4.97,2.2455,0.803211356,0.714753055,0.977702485,0.998646281,0.84461669,8,4,64,48,32,121.3276,76.6632,153.3264,2.75,1.375,0.279069767,3.1,2.71,1.355,0.368686869,2.5,3.867,1.9335,0.136684303,5.874,2.937,2.75,1.375,0.279069767,3.1,2.7,1.35,0.812080537,0.56,8,4,4,18,9,14,9,4.5,5,1,0.5,1
415,OLa,O, La,2,2.34,1.97,3.8535,4.44,2.52,2.27,2.335,6.44355,5.32,2.35,0.745613369,0.621002246,0.975580311,0.992761925,0.795584379,9,4.5,65,49,32.5,122.9061,77.45245,154.9049,2.55,1.275,0.307692308,2.7,2.42,1.21,0.431952663,1.92,3.545,1.7725,0.150974026,5.23,2.615,2.55,1.275,0.307692308,2.7,2.57,1.285,0.889705882,0.3,8,4,4,19,9.5,13,10,5,4,3,1.5,1
416,OCe,O, Ce,2,2.32,2.22,3.7969,4.44,2.52,2.28,2.21,6.47185,5.32,2.35,0.739616569,0.708320593,0.972788413,0.992761925,0.795584379,9,4.5,66,50,33,124.1156,78.0572,156.1144,2.45,1.225,0.324324324,2.5,2.38,1.19,0.442424242,1.84,4.965,2.4825,0.103333333,8.07,4.035,2.45,1.225,0.324324324,2.5,2.36,1.18,0.950413223,0.12,8,4,4,19,9.5,13,10,5,4,4,2,2
417,OPr,O, Pr,2,2.31,2.22,3.7308,4.44,2.52,2.285,2.21,6.5049,5.32,2.35,0.73658512,0.708320593,0.969183874,0.992761925,0.795584379,9,4.5,67,51,33.5,124.90825,78.453525,156.90705,2.45,1.225,0.324324324,2.5,2.38,1.19,0.442424242,1.84,4.945,2.4725,0.103794643,8.03,4.015,2.45,1.225,0.324324324,2.5,2.53,1.265,0.916666667,0.22,8,4,4,19,9.5,13,10,5,4,4,2,2
418,ONd,O, Nd,2,2.3,2.12,3.6551,4.44,2.52,2.29,2.26,6.54275,5.32,2.35,0.733531702,0.674892701,0.964560881,0.992761925,0.795584379,9,4.5,68,52,34,128.2406,80.1197,160.2394,2.45,1.225,0.324324324,2.5,2.57,1.285,0.39673913,2.22,4.455,2.2275,0.116541353,7.05,3.525,2.45,1.225,0.324324324,2.5,2.51,1.255,0.930769231,0.18,8,4,4,19,9.5,13,10,5,4,4,2,2
420,OSm,O, Sm,2,2.27,2.12,3.4748,4.44,2.52,2.305,2.26,6.6329,5.32,2.35,0.724240177,0.674892701,0.951128397,0.992761925,0.795584379,9,4.5,70,54,35,134.3606,83.1797,166.3594,2.45,1.225,0.324324324,2.5,2.35,1.175,0.450617284,1.78,4.605,2.3025,0.112318841,7.35,3.675,2.45,1.225,0.324324324,2.5,2.31,1.155,0.909090909,0.22,8,4,4,19,9.5,13,10,5,4,4,2,2
421,OEu,O, Eu,2,3.44,2.17,3.3702,4.44,2.52,1.72,2.235,6.6852,5.32,2.35,0.948098106,0.691867379,0.941548739,0.992761925,0.795584379,9,4.5,71,55,35.5,135.9656,83.9822,167.9644,2.45,1.225,0.324324324,2.5,2.58,1.29,0.394594595,2.24,4.405,2.2025,0.118020305,6.95,3.475,2.45,1.225,0.324324324,2.5,2.52,1.26,0.923664122,0.2,8,4,4,19,9.5,13,10,5,4,4,2,2
422,OGd,O, Gd,3,2.24,2.22,3.2561,4.44,2.52,2.32,2.21,6.74225,5.32,2.35,0.714753055,0.708320593,0.929387409,0.992761925,0.795584379,9,4.5,72,56,36,141.2506,86.6247,173.2494,2.4,1.2,0.333333333,2.4,2.34,1.17,0.453416149,1.76,4.375,2.1875,0.118925831,6.89,3.445,2.4,1.2,0.333333333,2.4,2.29,1.145,0.892561983,0.26,8,4,4,19,9.5,13,10,5,4,4,2,2
428,OYb,O, Yb,2,2.34,2.22,2.3694,4.44,2.52,2.27,2.21,7.1856,5.32,2.35,0.745613369,0.708320593,0.754268079,0.992761925,0.795584379,9,4.5,78,62,39,157.0406,94.5197,189.0394,2.35,1.175,0.342857143,2.3,2.29,1.145,0.467948718,1.66,4.055,2.0275,0.129526462,6.25,3.125,2.35,1.175,0.342857143,2.3,2.34,1.17,0.933884298,0.16,8,4,4,19,9.5,13,10,5,4,4,2,2
431,OTa,O, Ta,2,1.94,1.38,1.7965,3.43,2.27,2.47,2.63,7.47205,5.825,2.475,0.609723572,0.378798641,0.553739788,0.947198992,0.724240177,11,5.5,81,65,40.5,164.9485,98.47365,196.9473,2.05,1.025,0.413793103,1.7,2.07,1.035,0.544776119,1.22,3.255,1.6275,0.166666667,4.65,2.325,2.05,1.025,0.413793103,1.7,1.99,0.995,0.644628099,0.86,8,4,4,21,10.5,11,11,5.5,3,3,1.5,1
436,OPt,O, Pt,2,1.16,1.41,0.6495,1.94,1.89,2.86,2.615,8.04555,6.57,2.665,0.285662686,0.391662225,0.100091837,0.609723572,0.590584604,16,8,86,70,43,179.0806,105.5397,211.0794,1.95,0.975,0.444444444,1.5,2.03,1.015,0.561538462,1.14,3.165,1.5825,0.172222222,4.47,2.235,1.95,0.975,0.444444444,1.5,1.95,0.975,0.611570248,0.94,8,4,4,26,13,6,11,5.5,3,3,1.5,1
442,FNa,F, Na,2,3.05,2.89,7.5476,7.56,3.324,2.455,2.335,6.3116,6.63,2.531,0.902277652,0.876068341,0.999999347,0.999999377,0.936850099,8,4,20,2,10,3.991365,20.9940855,41.988171,2.3,1.15,0.277777778,2.6,2.26,1.13,0.467532468,1.64,3.055,1.5275,0.152830189,4.49,2.245,2.3,1.15,0.277777778,2.6,2.35,1.175,0.974789916,0.06,5,2.5,1,18,9,16,9,4.5,7,1,0.5,1
449,FK,F, K,2,3.16,2.98,7.2972,7.99,3.459,2.4,2.29,6.4368,6.415,2.4635,0.917618963,0.891401752,0.999998346,0.999999883,0.949771378,8,4,28,10,14,20.099897,29.0483515,58.096703,2.7,1.35,0.227272727,3.4,2.75,1.375,0.354679803,2.62,4.095,2.0475,0.109756098,6.57,3.285,2.7,1.35,0.227272727,3.4,2.71,1.355,0.782894737,0.66,6,3,2,18,9,16,9,4.5,7,1,0.5,1
459,FCu,F, Cu,3,2.08,2.7,6.4217,5.93,2.343,2.94,2.43,6.87455,7.445,3.0215,0.660947393,0.838378808,0.999966687,0.999847938,0.746505271,18,9,38,20,19,44.547597,41.2722015,82.544403,1.85,0.925,0.37037037,1.7,1.89,0.945,0.615384615,0.9,2.445,1.2225,0.198529412,3.27,1.635,1.85,0.925,0.37037037,1.7,1.9,0.95,0.596638655,0.96,6,3,2,28,14,6,11,5.5,5,3,1.5,1
466,FRb,F, Rb,2,3.16,2.98,6.8968,8.07,3.487,2.4,2.29,6.637,6.375,2.4495,0.917618963,0.891401752,0.999993151,0.999999915,0.952155172,8,4,46,28,23,66.469397,52.2331015,104.466203,2.85,1.425,0.212765957,3.7,2.88,1.44,0.333333333,2.88,4.505,2.2525,0.098780488,7.39,3.695,2.85,1.425,0.212765957,3.7,2.85,1.425,0.71686747,0.94,7,3.5,3,18,9,16,9,4.5,7,1,0.5,1
476,FAg,F, Ag,2,2.05,2.71,6.2332,5.97,2.323,2.955,2.425,6.9688,7.425,3.0315,0.650280894,0.840550018,0.99993952,0.999864999,0.740521712,18,9,56,38,28,88.869797,63.4333015,126.866603,2.1,1.05,0.3125,2.2,2.06,1.03,0.537313433,1.24,2.78,1.39,0.170526316,3.94,1.97,2.1,1.05,0.3125,2.2,2.48,1.24,0.92248062,0.2,7,3.5,3,28,14,6,12,6,4,1,0.5,1
483,FCs,F, Cs,2,3.19,3.01,5.6528,8.23,3.534,2.385,2.275,7.259,6.295,2.426,0.921450399,0.896172561,0.99966067,0.999999956,0.955943792,8,4,64,46,32,113.907027,75.9519165,151.903833,3.1,1.55,0.192307692,4.2,3.07,1.535,0.306382979,3.26,4.715,2.3575,0.093967517,7.81,3.905,3.1,1.55,0.192307692,4.2,3,1.5,0.657458564,1.24,8,4,4,18,9,16,9,4.5,7,1,0.5,1
517,NaCl,Na, Cl,2,2.23,2.09,4.3068,5.45,2,2.045,1.935,4.6912,5.575,1.869,0.711547543,0.664463656,0.99031456,0.999404212,0.632120559,8,4,28,6,14,12.462932,29.221234,58.442468,2.8,1.4,0.555555556,1.6,2.53,1.265,0.642857143,1.1,3.66,1.83,0.381132075,3.28,1.64,2.8,1.4,0.555555556,1.6,2.83,1.415,0.694610778,1.02,6,3,0,18,9,16,9,4.5,7,1,0.5,1
534,NaBr,Na, Br,2,2.03,1.94,3.8701,4.74,1.816,1.945,1.86,4.47285,5.22,1.777,0.643073357,0.609723572,0.976350623,0.996364105,0.561530051,8,4,46,24,23,56.914232,51.446884,102.893768,2.95,1.475,0.638888889,1.3,2.68,1.34,0.74025974,0.8,3.85,1.925,0.452830189,2.9,1.45,2.95,1.475,0.638888889,1.3,2.98,1.49,0.637362637,1.32,7,3.5,1,18,9,16,9,4.5,7,1,0.5,1
551,NaI,Na, I,2,1.73,1.87,3.3941,3.91,1.49,1.795,1.825,4.23485,4.805,1.614,0.526794252,0.582814787,0.943864042,0.978116558,0.42594209,8,4,64,42,32,103.914702,74.947119,149.894238,3.2,1.6,0.777777778,0.8,2.87,1.435,0.863636364,0.42,4.235,2.1175,0.598113208,2.13,1.065,3.2,1.6,0.777777778,0.8,3.22,1.61,0.563106796,1.8,8,4,2,18,9,16,9,4.5,7,1,0.5,1
580,NaBi,Na, Bi,4,1.09,1.25,2.291,1.84,1.141,1.475,1.515,3.6833,3.77,1.4395,0.256974564,0.323366154,0.730764886,0.571043601,0.277812335,6,3,94,72,47,185.990602,115.985069,231.970138,3.4,1.7,0.888888889,0.4,3,1.5,0.948051948,0.16,4.647,2.3235,0.753584906,1.306,0.653,3.4,1.7,0.888888889,0.4,2.33,1.165,0.991452991,0.02,9,4.5,3,16,8,14,6,3,4,1,0.5,1
584,MgS,Mg, S,2,1.27,1.34,2.8713,2.47,1.296,1.945,1.98,4.41015,4.985,1.941,0.331838254,0.361670072,0.872684997,0.782427902,0.342890101,8,4,28,4,14,7.761,28.1855,56.371,2.5,1.25,0.666666667,1,2.38,1.19,0.75,0.68,3.13,1.565,0.541871921,1.86,0.93,2.5,1.25,0.666666667,1,1.29,0.645,0.5,0.86,6,3,0,18,9,14,9,4.5,5,1,0.5,1
588,MgSc,Mg, Sc,1,0.05,0.19,0.0983,0.41,0.103,1.335,1.405,3.02365,3.545,1.2415,0.000624805,0.008984397,0.002412807,0.041154191,0.002648736,5,2.5,33,9,16.5,20.65091,34.630455,69.26091,3.1,1.55,0.9375,0.2,2.8,1.4,0.944444444,0.16,4.78,2.39,0.738181818,1.44,0.72,3.1,1.55,0.9375,0.2,1.75,0.875,0.966292135,0.06,7,3.5,1,5,2.5,1,5,2.5,1,2,1,2
601,MgSe,Mg, Se,2,1.24,1.23,2.7865,2.14,1.141,1.93,1.925,4.36775,4.82,1.8635,0.319140971,0.314923659,0.856460578,0.681744258,0.277812335,8,4,46,22,23,54.655,51.6325,103.265,2.65,1.325,0.766666667,0.7,2.52,1.26,0.852941176,0.4,3.315,1.6575,0.633004926,1.49,0.745,2.65,1.325,0.766666667,0.7,1.42,0.71,0.651162791,0.6,7,3.5,1,18,9,14,9,4.5,5,1,0.5,1
604,MgSr,Mg, Sr,1,0.36,0.18,0.3843,1.75,0.33,1.13,1.22,3.16665,2.875,1.128,0.031880743,0.008067283,0.036248331,0.534956812,0.02685774,4,2,50,26,25,63.315,55.9625,111.925,3.5,1.75,0.75,1,3.27,1.635,0.712041885,1.1,5.24,2.62,0.632398754,2.36,1.18,3.5,1.75,0.75,1,2.18,1.09,0.651515152,0.92,8,4,2,4,2,0,4,2,0,0,0,0
605,MgY,Mg, Y,1,0.09,0.1,0.4298,0.56,0.173,1.265,1.36,3.1894,3.47,1.2065,0.002022951,0.002496878,0.045131849,0.075405485,0.007454328,5,2.5,51,27,25.5,64.60085,56.605425,113.21085,3.3,1.65,0.833333333,0.6,2.98,1.49,0.839506173,0.52,4.97,2.485,0.69047619,1.82,0.91,3.35,1.675,0.810810811,0.7,1.9,0.95,0.826923077,0.36,8,4,2,5,2.5,1,5,2.5,1,2,1,2
611,MgRh,Mg, Rh,1,0.97,0.68,0.7517,0.55,0.267,1.795,1.65,3.35035,4.025,1.4265,0.209607009,0.109168515,0.131739264,0.072836172,0.017664373,11,5.5,57,33,28.5,78.6005,63.60525,127.2105,2.85,1.425,0.9,0.3,2.61,1.305,0.919117647,0.22,4.55,2.275,0.805555556,0.98,0.49,2.85,1.425,0.9,0.3,1.67,0.835,0.941860465,0.1,8,4,2,11,5.5,7,6,3,2,2,1,2
