Number,compound,Element1,Element2,Class,Pauling EN,Martynov-Batsanov EN,Gordy EN,Mulliken EN,Allred-Rochow EN,Pauling Mean EN,Martynov-Batsanov Mean EN,Gordy Mean EN,Mulliken Mean EN,Allred-Rochow Mean EN,Pauling Ionic Character,Martynov Ionic Character,Gordy Ionic Character,Mulliken Ionic Character,Allred-Rochow Ionic Character,Sum of Valence e-,Mean # e-,Atomic number sum,Atomic number difference,Mean atomic number,Atomic weight difference,Mean atomic weight,Atomic weight sum,Atomic radius sum,Mean atomic radius,Atomic radius ratio,2xatomic radius difference,Covalent radius sum,Mean covalent radius,Covalent radius ratio,2xcovalent radius difference,Zunger radius sum,Mean Zunger radius sum,Zungerradius sum ratio,2xZunger radius sum difference,Zunger radius sum difference,Ionic radius sum,Mean ionic radius,Ionic radius ratio,2xionic radius difference,Crystal radius sum,Mean crystal radius,Crystal radius ratio,2xcrystal radius difference,Period number sum,Mean period number,Period number difference,Group number sum,Mean group number,Group Number difference,Family number sum,Mean family number,Family number difference,Quantum number sum,Mean quantum number ,Quantum number difference
2293,PdHg,Pd, Hg,4,0.2,0.59,4.4589,0.46,0.17,2.1,1.785,6.01745,4.68,1.675,0.009950166,0.083345821,0.993059957,0.051525145,0.007198962,22,11,126,34,63,94.17,153.505,307.01,2.9,1.45,0.933333333,0.2,2.77,1.385,0.859060403,0.42,4.86,2.43,0.983673469,0.08,0.04,2.9,1.45,0.933333333,0.2,1.61,0.805,0.939759036,0.1,11,5.5,1,22,11,2,8,4,0,4,2,0
2297,AgCd,Ag, Cd,1,0.24,0.33,0.0665,0.11,0.35,1.81,1.235,3.88545,4.385,1.695,0.014296816,0.02685774,0.001104952,0.003020429,0.030160805,23,11.5,95,1,47.5,4.5428,110.1396,220.2792,3.15,1.575,0.96875,0.1,2.82,1.41,0.905405405,0.28,4.59,2.295,0.932631579,0.32,0.16,3.15,1.575,0.96875,0.1,2.21,1.105,0.713178295,0.74,10,5,0,23,11.5,1,8,4,0,0,0,0
2304,AgBa,Ag, Ba,6,1.04,0.01,0.6177,2.04,0.989,1.41,1.075,4.16105,3.42,1.3755,0.236925796,2.50E-05,0.090980127,0.646686672,0.2169277,13,6.5,103,9,51.5,29.4588,122.5976,245.1952,3.75,1.875,0.744186047,1.1,3.32,1.66,0.676767677,1.28,5.777,2.8885,0.698118754,2.054,1.027,3.75,1.875,0.744186047,1.1,2.78,1.39,0.865771812,0.4,11,5.5,1,13,6.5,9,6,3,2,0,0,0
2305,AgLa,Ag, La,1,0.83,0.28,0.6646,1.34,0.78,1.515,1.21,4.1845,3.77,1.48,0.158210251,0.019409169,0.104544982,0.361670072,0.141097614,14,7,104,10,52,31.0373,123.38685,246.7737,3.55,1.775,0.820512821,0.7,3.03,1.515,0.792899408,0.7,5.455,2.7275,0.771103896,1.41,0.705,3.55,1.775,0.820512821,0.7,2.65,1.325,0.948529412,0.14,11,5.5,1,14,7,8,7,3.5,1,2,1,2
2306,AgCe,Ag, Ce,1,0.81,0.03,0.7212,1.34,0.78,1.525,1.085,4.2128,3.77,1.48,0.151279196,0.000224975,0.121932984,0.361670072,0.141097614,14,7,105,11,52.5,32.2468,123.9916,247.9832,3.45,1.725,0.864864865,0.5,2.99,1.495,0.812121212,0.62,6.875,3.4375,0.527777778,4.25,2.125,3.45,1.725,0.864864865,0.5,2.44,1.22,0.891472868,0.28,11,5.5,1,14,7,8,7,3.5,1,3,1.5,3
2307,AgPr,Ag, Pr,1,0.8,0.03,0.7873,1.34,0.78,1.53,1.085,4.24585,3.77,1.48,0.147856211,0.000224975,0.143550841,0.361670072,0.141097614,14,7,106,12,53,33.03945,124.387925,248.77585,3.45,1.725,0.864864865,0.5,2.99,1.495,0.812121212,0.62,6.855,3.4275,0.530133929,4.21,2.105,3.45,1.725,0.864864865,0.5,2.61,1.305,0.977272727,0.06,11,5.5,1,14,7,8,7,3.5,1,3,1.5,3
2308,AgNd,Ag, Nd,1,0.79,0.13,0.863,1.34,0.78,1.535,1.135,4.2837,3.77,1.48,0.144462198,0.004216087,0.16988601,0.361670072,0.141097614,14,7,107,13,53.5,36.3718,126.0541,252.1082,3.45,1.725,0.864864865,0.5,3.18,1.59,0.72826087,1,6.365,3.1825,0.595238095,3.23,1.615,3.45,1.725,0.864864865,0.5,2.59,1.295,0.992307692,0.02,11,5.5,1,14,7,8,7,3.5,1,3,1.5,3
2310,AgSm,Ag, Sm,1,0.76,0.13,1.0433,1.34,0.78,1.55,1.135,4.37385,3.77,1.48,0.134458538,0.004216087,0.238236183,0.361670072,0.141097614,14,7,109,15,54.5,42.4918,129.1141,258.2282,3.45,1.725,0.864864865,0.5,2.96,1.48,0.827160494,0.56,6.515,3.2575,0.573671498,3.53,1.765,3.45,1.725,0.864864865,0.5,2.39,1.195,0.852713178,0.38,11,5.5,1,14,7,8,7,3.5,1,3,1.5,3
2311,AgEu,Ag, Eu,6,1.93,0.08,1.1479,1.34,0.78,0.965,1.11,4.42615,3.77,1.48,0.605929322,0.001598721,0.280658165,0.361670072,0.141097614,14,7,110,16,55,44.0968,129.9166,259.8332,3.45,1.725,0.864864865,0.5,3.19,1.595,0.724324324,1.02,6.315,3.1575,0.602791878,3.13,1.565,3.45,1.725,0.864864865,0.5,2.6,1.3,0.984732824,0.04,11,5.5,1,14,7,8,7,3.5,1,3,1.5,3
2312,AgGd,Ag, Gd,1,0.73,0.03,1.262,1.34,0.78,1.565,1.085,4.4832,3.77,1.48,0.124731865,0.000224975,0.328446101,0.361670072,0.141097614,14,7,111,17,55.5,49.3818,132.5591,265.1182,3.4,1.7,0.888888889,0.4,2.95,1.475,0.832298137,0.54,6.285,3.1425,0.60741688,3.07,1.535,3.4,1.7,0.888888889,0.4,2.37,1.185,0.837209302,0.42,11,5.5,1,14,7,8,7,3.5,1,3,1.5,3
2313,AgTb,Ag, Tb,1,0.73,0.13,1.3858,1.34,0.78,1.565,1.135,4.5451,3.77,1.48,0.124731865,0.004216087,0.381284924,0.361670072,0.141097614,14,7,112,18,56,51.05714,133.39677,266.79354,3.35,1.675,0.914285714,0.3,2.93,1.465,0.842767296,0.5,6.265,3.1325,0.610539846,3.03,1.515,3.35,1.675,0.914285714,0.3,2.47,1.235,0.914728682,0.22,11,5.5,1,14,7,8,7,3.5,1,3,1.5,3
2314,AgDy,Ag, Dy,1,0.71,0.08,1.5192,1.34,0.78,1.575,1.11,4.6118,3.77,1.48,0.118407193,0.001598721,0.438415013,0.361670072,0.141097614,14,7,113,19,56.5,54.6318,135.1841,270.3682,3.35,1.675,0.914285714,0.3,2.93,1.465,0.842767296,0.5,6.045,3.0225,0.647138965,2.59,1.295,3.35,1.675,0.914285714,0.3,2.34,1.17,0.813953488,0.48,11,5.5,1,14,7,8,7,3.5,1,3,1.5,3
2315,AgHo,Ag, Ho,1,0.7,0.13,1.6621,1.34,0.78,1.58,1.135,4.68325,3.77,1.48,0.115294095,0.004216087,0.498746893,0.361670072,0.141097614,14,7,114,20,57,57.06212,136.39926,272.79852,3.35,1.675,0.914285714,0.3,2.92,1.46,0.848101266,0.48,6.025,3.0125,0.650684932,2.55,1.275,3.35,1.675,0.914285714,0.3,2.33,1.165,0.80620155,0.5,11,5.5,1,14,7,8,7,3.5,1,3,1.5,3
2316,AgEr,Ag, Er,1,0.69,0.13,1.8147,1.34,0.78,1.585,1.135,4.75955,3.77,1.48,0.112214394,0.004216087,0.561012361,0.361670072,0.141097614,14,7,115,21,57.5,59.3918,137.5641,275.1282,3.35,1.675,0.914285714,0.3,2.91,1.455,0.853503185,0.46,6.005,3.0025,0.654269972,2.51,1.255,3.35,1.675,0.914285714,0.3,2.32,1.16,0.798449612,0.52,11,5.5,1,14,7,8,7,3.5,1,3,1.5,3
2317,AgTm,Ag, Tm,1,0.68,0.13,1.9769,1.34,0.78,1.59,1.135,4.84065,3.77,1.48,0.109168515,0.004216087,0.623573851,0.361670072,0.141097614,14,7,116,22,58,61.06601,138.401205,276.80241,3.35,1.675,0.914285714,0.3,2.9,1.45,0.858974359,0.44,5.975,2.9875,0.659722222,2.45,1.225,3.35,1.675,0.914285714,0.3,2.31,1.155,0.790697674,0.54,11,5.5,1,14,7,8,7,3.5,1,3,1.5,3
2318,AgYb,Ag, Yb,1,0.83,0.03,2.1487,1.34,0.78,1.515,1.085,4.92655,3.77,1.48,0.158210251,0.000224975,0.68469912,0.361670072,0.141097614,14,7,117,23,58.5,65.1718,140.4541,280.9082,3.35,1.675,0.914285714,0.3,2.9,1.45,0.858974359,0.44,5.965,2.9825,0.661559889,2.43,1.215,3.35,1.675,0.914285714,0.3,2.42,1.21,0.875968992,0.32,11,5.5,1,14,7,8,7,3.5,1,3,1.5,3
2335,CdTe,Cd, Te,3,0.41,0.98,1.5231,1.16,0.638,1.895,1.89,4.68025,4.91,1.839,0.041154191,0.213450798,0.440078343,0.285662686,0.096754598,18,9,100,4,50,15.189,120.0055,240.011,2.95,1.475,0.903225806,0.3,2.84,1.42,0.918918919,0.24,3.885,1.9425,0.753950339,1.09,0.545,2.95,1.475,0.903225806,0.3,2.03,1.015,0.828828829,0.38,10,5,0,28,14,4,10,5,2,1,0.5,1
2338,CdBa,Cd, Ba,1,0.8,0.32,0.5512,1.93,0.639,1.29,1.24,4.1943,3.365,1.2005,0.147856211,0.025275098,0.073142419,0.605929322,0.097042914,14,7,104,8,52,24.916,124.869,249.738,3.7,1.85,0.720930233,1.2,3.46,1.73,0.747474747,1,5.617,2.8085,0.651087596,2.374,1.187,3.7,1.85,0.720930233,1.2,2.41,1.205,0.617449664,1.14,11,5.5,1,14,7,10,6,3,2,0,0,0
2339,CdLa,Cd, La,1,0.59,0.05,0.5981,1.23,0.43,1.395,1.375,4.21775,3.715,1.305,0.083345821,0.000624805,0.085548551,0.314923659,0.045172898,15,7.5,105,9,52.5,26.4945,125.65825,251.3165,3.5,1.75,0.794871795,0.8,3.17,1.585,0.875739645,0.42,5.295,2.6475,0.719155844,1.73,0.865,3.5,1.75,0.794871795,0.8,2.28,1.14,0.676470588,0.88,11,5.5,1,15,7.5,9,7,3.5,1,2,1,2
2340,CdCe,Cd, Ce,1,0.57,0.3,0.6547,1.23,0.43,1.405,1.25,4.24605,3.715,1.305,0.078013779,0.022248763,0.101616303,0.314923659,0.045172898,15,7.5,106,10,53,27.704,126.263,252.526,3.4,1.7,0.837837838,0.6,3.13,1.565,0.896969697,0.34,6.715,3.3575,0.492222222,4.57,2.285,3.4,1.7,0.837837838,0.6,2.07,1.035,0.8,0.46,11,5.5,1,15,7.5,9,7,3.5,1,3,1.5,3
2341,CdPr,Cd, Pr,1,0.56,0.3,0.7208,1.23,0.43,1.41,1.25,4.2791,3.715,1.305,0.075405485,0.022248763,0.121806357,0.314923659,0.045172898,15,7.5,107,11,53.5,28.49665,126.659325,253.31865,3.4,1.7,0.837837838,0.6,3.13,1.565,0.896969697,0.34,6.695,3.3475,0.494419643,4.53,2.265,3.4,1.7,0.837837838,0.6,2.24,1.12,0.696969697,0.8,11,5.5,1,15,7.5,9,7,3.5,1,3,1.5,3
2342,CdNd,Cd, Nd,1,0.55,0.2,0.7965,1.23,0.43,1.415,1.3,4.31695,3.715,1.305,0.072836172,0.009950166,0.146664988,0.314923659,0.045172898,15,7.5,108,12,54,31.829,128.3255,256.651,3.4,1.7,0.837837838,0.6,3.32,1.66,0.804347826,0.72,6.205,3.1025,0.555137845,3.55,1.775,3.4,1.7,0.837837838,0.6,2.22,1.11,0.707692308,0.76,11,5.5,1,15,7.5,9,7,3.5,1,3,1.5,3
2344,CdSm,Cd, Sm,1,0.52,0.2,0.9768,1.23,0.43,1.43,1.3,4.4071,3.715,1.305,0.065365747,0.009950166,0.212218538,0.314923659,0.045172898,15,7.5,110,14,55,37.949,131.3855,262.771,3.4,1.7,0.837837838,0.6,3.1,1.55,0.913580247,0.28,6.355,3.1775,0.535024155,3.85,1.925,3.4,1.7,0.837837838,0.6,2.02,1.01,0.836363636,0.36,11,5.5,1,15,7.5,9,7,3.5,1,3,1.5,3
2345,CdEu,Cd, Eu,1,1.69,0.25,1.0814,1.23,0.43,0.845,1.275,4.4594,3.715,1.305,0.510330693,0.015503563,0.253497632,0.314923659,0.045172898,15,7.5,111,15,55.5,39.554,132.188,264.376,3.4,1.7,0.837837838,0.6,3.33,1.665,0.8,0.74,6.155,3.0775,0.562182741,3.45,1.725,3.4,1.7,0.837837838,0.6,2.23,1.115,0.702290076,0.78,11,5.5,1,15,7.5,9,7,3.5,1,3,1.5,3
2346,CdGd,Cd, Gd,1,0.49,0.3,1.1955,1.23,0.43,1.445,1.25,4.51645,3.715,1.305,0.05825901,0.022248763,0.300440944,0.314923659,0.045172898,15,7.5,112,16,56,44.839,134.8305,269.661,3.35,1.675,0.861111111,0.5,3.09,1.545,0.919254658,0.26,6.125,3.0625,0.566496164,3.39,1.695,3.35,1.675,0.861111111,0.5,2,1,0.851851852,0.32,11,5.5,1,15,7.5,9,7,3.5,1,3,1.5,3
2347,CdTb,Cd, Tb,1,0.49,0.2,1.3193,1.23,0.43,1.445,1.3,4.57835,3.715,1.305,0.05825901,0.009950166,0.352824729,0.314923659,0.045172898,15,7.5,113,17,56.5,46.51434,135.66817,271.33634,3.3,1.65,0.885714286,0.4,3.07,1.535,0.93081761,0.22,6.105,3.0525,0.56940874,3.35,1.675,3.3,1.65,0.885714286,0.4,2.1,1.05,0.779661017,0.52,11,5.5,1,15,7.5,9,7,3.5,1,3,1.5,3
2348,CdDy,Cd, Dy,1,0.47,0.25,1.4527,1.23,0.43,1.455,1.275,4.64505,3.715,1.305,0.053727787,0.015503563,0.409971432,0.314923659,0.045172898,15,7.5,114,18,57,50.089,137.4555,274.911,3.3,1.65,0.885714286,0.4,3.07,1.535,0.93081761,0.22,5.885,2.9425,0.603542234,2.91,1.455,3.3,1.65,0.885714286,0.4,1.97,0.985,0.876190476,0.26,11,5.5,1,15,7.5,9,7,3.5,1,3,1.5,3
2349,CdHo,Cd, Ho,1,0.46,0.2,1.5956,1.23,0.43,1.46,1.3,4.7165,3.715,1.305,0.051525145,0.009950166,0.470850797,0.314923659,0.045172898,15,7.5,115,19,57.5,52.51932,138.67066,277.34132,3.3,1.65,0.885714286,0.4,3.06,1.53,0.936708861,0.2,5.865,2.9325,0.606849315,2.87,1.435,3.3,1.65,0.885714286,0.4,1.96,0.98,0.884615385,0.24,11,5.5,1,15,7.5,9,7,3.5,1,3,1.5,3
2350,CdEr,Cd, Er,1,0.45,0.2,1.7482,1.23,0.43,1.465,1.3,4.7928,3.715,1.305,0.049364908,0.009950166,0.534224169,0.314923659,0.045172898,15,7.5,116,20,58,54.849,139.8355,279.671,3.3,1.65,0.885714286,0.4,3.05,1.525,0.942675159,0.18,5.845,2.9225,0.610192837,2.83,1.415,3.3,1.65,0.885714286,0.4,1.95,0.975,0.893203883,0.22,11,5.5,1,15,7.5,9,7,3.5,1,3,1.5,3
2351,CdTm,Cd, Tm,1,0.44,0.2,1.9104,1.23,0.43,1.47,1.3,4.8739,3.715,1.305,0.04724739,0.009950166,0.598443503,0.314923659,0.045172898,15,7.5,117,21,58.5,56.52321,140.672605,281.34521,3.3,1.65,0.885714286,0.4,3.04,1.52,0.948717949,0.16,5.815,2.9075,0.615277778,2.77,1.385,3.3,1.65,0.885714286,0.4,1.94,0.97,0.901960784,0.2,11,5.5,1,15,7.5,9,7,3.5,1,3,1.5,3
2352,CdYb,Cd, Yb,1,0.59,0.3,2.0822,1.23,0.43,1.395,1.25,4.9598,3.715,1.305,0.083345821,0.022248763,0.661722668,0.314923659,0.045172898,15,7.5,118,22,59,60.629,142.7255,285.451,3.3,1.65,0.885714286,0.4,3.04,1.52,0.948717949,0.16,5.805,2.9025,0.616991643,2.75,1.375,3.3,1.65,0.885714286,0.4,2.05,1.025,0.814159292,0.42,11,5.5,1,15,7.5,9,7,3.5,1,3,1.5,3
2353,CdLu,Cd, Lu,1,0.42,0.2,2.2637,1.23,0.43,1.48,1.3,5.05055,3.715,1.305,0.043141733,0.009950166,0.722264046,0.314923659,0.045172898,15,7.5,119,23,59.5,62.556,143.689,287.378,3.3,1.65,0.885714286,0.4,3.04,1.52,0.948717949,0.16,5.585,2.7925,0.65727003,2.31,1.155,3.3,1.65,0.885714286,0.4,1.92,0.96,0.92,0.16,11,5.5,1,15,7.5,9,7,3.5,1,2,1,2
2360,CdPt,Cd, Pt,4,0.59,0.51,3.8021,1.27,0.2,1.985,1.655,5.81975,4.965,1.62,0.083345821,0.062955963,0.973055905,0.331838254,0.009950166,22,11,126,30,63,82.669,153.7455,307.491,2.9,1.45,0.870967742,0.4,2.78,1.39,0.878378378,0.36,4.915,2.4575,0.82037037,0.97,0.485,2.9,1.45,0.870967742,0.4,1.66,0.83,0.804347826,0.36,11,5.5,1,22,11,2,8,4,0,2,1,2
2361,CdAu,Cd, Au,1,0.85,0.21,4.0604,1.44,0.4,2.115,1.295,5.9489,5.05,1.72,0.165251669,0.010964447,0.983783273,0.404527458,0.039210561,23,11.5,127,31,63.5,84.55554,154.68877,309.37754,2.9,1.45,0.870967742,0.4,2.82,1.41,0.905405405,0.28,4.875,2.4375,0.832706767,0.89,0.445,2.9,1.45,0.870967742,0.4,2.43,1.215,0.609271523,1.18,11,5.5,1,23,11.5,1,8,4,0,2,1,2
2367,InSb,In, Sb,3,0.27,0.51,0.7616,1.75,0.328,1.915,1.885,4.6145,3.975,1.82,0.018059929,0.062955963,0.134985181,0.534956812,0.026537524,8,4,100,2,50,6.942,118.289,236.578,3,1.5,0.935483871,0.2,2.84,1.42,0.972222222,0.08,3.815,1.9075,0.86097561,0.57,0.285,3,1.5,0.935483871,0.2,1.84,0.92,0.957446809,0.08,10,5,0,28,14,2,11,5.5,1,2,1,0
2369,InI,In, I,5,0.88,1.13,1.6982,3.66,0.703,2.22,2.195,5.0828,4.93,2.0075,0.176012567,0.273287979,0.513720059,0.964877032,0.116224537,10,5,102,4,51,12.08647,120.861235,241.72247,2.95,1.475,0.903225806,0.3,2.77,1.385,0.923611111,0.22,3.635,1.8175,0.773170732,0.93,0.465,2.95,1.475,0.903225806,0.3,3,1.5,0.45631068,2.24,10,5,0,30,15,4,13,6.5,3,2,1,0
2372,InLa,In, La,1,0.68,0.28,0.2831,0,0.566,1.44,1.49,4.37525,3.1,1.373,0.109168515,0.019409169,0.019837008,0,0.076965807,6,3,106,8,53,24.0875,126.86175,253.7235,3.5,1.75,0.794871795,0.8,3.13,1.565,0.852071006,0.5,5.13,2.565,0.665584416,2.06,1.03,3.5,1.75,0.794871795,0.8,2.3,1.15,0.691176471,0.84,11,5.5,1,16,8,10,8,4,2,3,1.5,1
2374,InPr,In, Pr,1,0.65,0.53,0.4058,0,0.566,1.455,1.365,4.4366,3.1,1.373,0.100238004,0.067815945,0.040332501,0,0.076965807,6,3,108,10,54,26.08965,127.862825,255.72565,3.4,1.7,0.837837838,0.6,3.09,1.545,0.872727273,0.42,6.53,3.265,0.457589286,4.86,2.43,3.4,1.7,0.837837838,0.6,2.26,1.13,0.712121212,0.76,11,5.5,1,16,8,10,8,4,2,4,2,2
2375,InNd,In, Nd,1,0.64,0.43,0.4815,0,0.566,1.46,1.415,4.47445,3.1,1.373,0.097331588,0.045172898,0.056312837,0,0.076965807,6,3,109,11,54.5,29.422,129.529,259.058,3.4,1.7,0.837837838,0.6,3.28,1.64,0.782608696,0.8,6.04,3.02,0.513784461,3.88,1.94,3.4,1.7,0.837837838,0.6,2.24,1.12,0.723076923,0.72,11,5.5,1,16,8,10,8,4,2,4,2,2
2377,InSm,In, Sm,1,0.61,0.43,0.6618,0,0.566,1.475,1.415,4.5646,3.1,1.373,0.088829279,0.045172898,0.103713184,0,0.076965807,6,3,111,13,55.5,35.542,132.589,265.178,3.4,1.7,0.837837838,0.6,3.06,1.53,0.888888889,0.36,6.19,3.095,0.495169082,4.18,2.09,3.4,1.7,0.837837838,0.6,2.04,1.02,0.854545455,0.32,11,5.5,1,16,8,10,8,4,2,4,2,2
2379,InGd,In, Gd,1,0.58,0.53,0.8805,0,0.566,1.49,1.365,4.67395,3.1,1.373,0.080660682,0.067815945,0.176193875,0,0.076965807,6,3,113,15,56.5,42.432,136.034,272.068,3.35,1.675,0.861111111,0.5,3.05,1.525,0.894409938,0.34,5.96,2.98,0.524296675,3.72,1.86,3.35,1.675,0.861111111,0.5,2.02,1.01,0.87037037,0.28,11,5.5,1,16,8,10,8,4,2,4,2,2
2381,InDy,In, Dy,1,0.56,0.48,1.1377,0,0.566,1.5,1.39,4.80255,3.1,1.373,0.075405485,0.055972517,0.276453398,0,0.076965807,6,3,115,17,57.5,47.682,138.659,277.318,3.3,1.65,0.885714286,0.4,3.03,1.515,0.905660377,0.3,5.72,2.86,0.558583106,3.24,1.62,3.3,1.65,0.885714286,0.4,1.99,0.995,0.895238095,0.22,11,5.5,1,16,8,10,8,4,2,4,2,2
2383,InEr,In, Er,1,0.54,0.43,1.4332,0,0.566,1.51,1.415,4.9503,3.1,1.373,0.070306205,0.045172898,0.401611793,0,0.076965807,6,3,117,19,58.5,52.442,141.039,282.078,3.3,1.65,0.885714286,0.4,3.01,1.505,0.917197452,0.26,5.68,2.84,0.564738292,3.16,1.58,3.3,1.65,0.885714286,0.4,1.97,0.985,0.912621359,0.18,11,5.5,1,16,8,10,8,4,2,4,2,2
2384,InTm,In, Tm,1,0.53,0.43,1.5954,0,0.566,1.515,1.415,5.0314,3.1,1.373,0.067815945,0.045172898,0.470766365,0,0.076965807,6,3,118,20,59,54.11621,141.876105,283.75221,3.3,1.65,0.885714286,0.4,3,1.5,0.923076923,0.24,5.65,2.825,0.569444444,3.1,1.55,3.3,1.65,0.885714286,0.4,1.96,0.98,0.921568627,0.16,11,5.5,1,16,8,10,8,4,2,4,2,2
2385,InYb,In, Yb,1,0.68,0.53,1.7672,0,0.566,1.44,1.365,5.1173,3.1,1.373,0.109168515,0.067815945,0.541937188,0,0.076965807,6,3,119,21,59.5,58.222,143.929,287.858,3.3,1.65,0.885714286,0.4,3,1.5,0.923076923,0.24,5.64,2.82,0.571030641,3.08,1.54,3.3,1.65,0.885714286,0.4,2.07,1.035,0.831858407,0.38,11,5.5,1,16,8,10,8,4,2,4,2,2
2386,InLu,In, Lu,4,0.51,0.43,1.9487,0,0.566,1.525,1.415,5.20805,3.1,1.373,0.062955963,0.045172898,0.613010579,0,0.076965807,6,3,120,22,60,60.149,144.8925,289.785,3.3,1.65,0.885714286,0.4,3,1.5,0.923076923,0.24,5.42,2.71,0.608308605,2.64,1.32,3.3,1.65,0.885714286,0.4,1.94,0.97,0.94,0.12,11,5.5,1,16,8,10,8,4,2,3,1.5,1
2399,SnSb,Sn, Sb,3,0.09,0.26,0.4027,0.55,0.16,2.005,2.01,4.79395,4.575,1.904,0.002022951,0.016757996,0.039730997,0.072836172,0.006379564,9,4.5,101,1,50.5,3.05,120.235,240.47,2.9,1.45,1,0,2.81,1.405,0.992907801,0.02,3.645,1.8225,0.938829787,0.23,0.115,2.9,1.45,1,0,1.59,0.795,0.766666667,0.42,10,5,0,29,14.5,1,11,5.5,1,2,1,0
2400,SnTe,Sn, Te,2,0.14,0.5,0.8492,1.19,0.334,2.03,2.13,5.0172,4.895,1.991,0.004888015,0.060586937,0.16496794,0.298142579,0.027503692,10,5,102,2,51,8.89,123.155,246.31,2.85,1.425,0.965517241,0.1,2.77,1.385,0.964539007,0.1,3.55,1.775,0.888297872,0.42,0.21,2.85,1.425,0.965517241,0.1,1.8,0.9,0.621621622,0.84,10,5,0,30,15,2,11,5.5,1,2,1,0
2403,SnBa,Sn, Ba,5,1.07,0.8,0.1227,1.9,0.943,1.425,1.48,4.53125,3.35,1.3525,0.248906399,0.147856211,0.003756748,0.594445495,0.199334682,6,3,106,6,53,18.617,128.0185,256.037,3.6,1.8,0.674418605,1.4,3.39,1.695,0.712121212,1.14,5.282,2.641,0.552616108,3.044,1.522,3.6,1.8,0.674418605,1.4,2.18,1.09,0.463087248,1.6,11,5.5,1,16,8,12,7,3.5,3,1,0.5,1
2404,SnLa,Sn, La,5,0.86,0.53,0.0758,1.2,0.734,1.53,1.615,4.5547,3.7,1.457,0.168812602,0.067815945,0.001435379,0.302323674,0.12601232,7,3.5,107,7,53.5,20.1955,128.80775,257.6155,3.4,1.7,0.743589744,1,3.1,1.55,0.834319527,0.56,4.96,2.48,0.61038961,2.4,1.2,3.4,1.7,0.743589744,1,2.05,1.025,0.507352941,1.34,11,5.5,1,17,8.5,11,8,4,2,3,1.5,1
2410,SnEu,Sn, Eu,5,1.96,0.73,0.4075,1.2,0.734,0.98,1.515,4.79635,3.7,1.457,0.617260241,0.124731865,0.040664155,0.302323674,0.12601232,7,3.5,113,13,56.5,33.255,135.3375,270.675,3.3,1.65,0.783783784,0.8,3.26,1.63,0.762162162,0.88,5.82,2.91,0.47715736,4.12,2.06,3.3,1.65,0.783783784,0.8,2,1,0.526717557,1.24,11,5.5,1,17,8.5,11,8,4,2,4,2,2
2417,SnYb,Sn, Yb,4,0.86,0.78,1.4083,1.2,0.734,1.53,1.49,5.29675,3.7,1.457,0.168812602,0.141097614,0.390933135,0.302323674,0.12601232,7,3.5,120,20,60,54.33,145.875,291.75,3.2,1.6,0.828571429,0.6,2.97,1.485,0.903846154,0.3,5.47,2.735,0.52367688,3.42,1.71,3.2,1.6,0.828571429,0.6,1.82,0.91,0.610619469,0.88,11,5.5,1,17,8.5,11,8,4,2,4,2,2
2424,SnIr,Sn, Ir,7,0.24,0.01,2.8419,1.1,0.144,2.08,1.875,6.01355,4.85,1.752,0.014296816,2.50E-05,0.867224946,0.261031512,0.005170586,13,6.5,127,27,63.5,73.51,155.465,310.93,2.8,1.4,0.931034483,0.2,2.68,1.34,0.90070922,0.28,4.508,2.254,0.715372907,1.496,0.748,2.8,1.4,0.931034483,0.2,1.46,0.73,0.896103896,0.16,11,5.5,1,23,11.5,5,9,4.5,1,3,1.5,1
2425,SnPt,Sn, Pt,7,0.32,0.03,3.1282,1.3,0.104,2.12,1.895,6.1567,4.95,1.772,0.025275098,0.000224975,0.91339596,0.344593746,0.002700347,14,7,128,28,64,76.37,156.895,313.79,2.8,1.4,0.931034483,0.2,2.71,1.355,0.921985816,0.22,4.58,2.29,0.696296296,1.64,0.82,2.8,1.4,0.931034483,0.2,1.43,0.715,0.932432432,0.1,11,5.5,1,24,12,4,9,4.5,1,3,1.5,1
2426,SnAu,Sn, Au,7,0.58,0.69,3.3865,1.47,0.096,2.25,1.535,6.28585,5.035,1.872,0.080660682,0.112214394,0.943136156,0.417382851,0.002301348,15,7.5,129,29,64.5,78.25654,157.83827,315.67654,2.8,1.4,0.931034483,0.2,2.75,1.375,0.95035461,0.14,4.54,2.27,0.706766917,1.56,0.78,2.8,1.4,0.931034483,0.2,2.2,1.1,0.456953642,1.64,11,5.5,1,25,12.5,3,9,4.5,1,3,1.5,1
2435,SbLa,Sb, La,2,0.95,0.79,0.4785,1.75,0.894,1.575,1.745,4.75605,3.975,1.537,0.201982698,0.144462198,0.055633137,0.534956812,0.181112854,8,4,108,6,54,17.1455,130.33275,260.6655,3.4,1.7,0.743589744,1,3.09,1.545,0.828402367,0.58,4.845,2.4225,0.573051948,2.63,1.315,3.4,1.7,0.743589744,1,2.26,1.13,0.661764706,0.92,11,5.5,1,18,9,12,9,4.5,3,3,1.5,1
